date,SAV,STDSL,MA
2016-05-01,9182.354522501442,399.7,9582.054522501443
2016-06-01,9322.42979680336,393.4,9715.82979680336
2016-07-01,9381.86085211141,389.8,9771.660852111409
2016-08-01,9411.893529248517,384.2,9796.093529248517
2016-09-01,9573.557030972774,378.5,9952.057030972774
2016-10-01,9569.420298584742,375.8,9945.220298584742
2016-11-01,9718.480555633465,373.2,10091.680555633466
2016-12-01,9774.436755735567,369.8,10144.236755735566
2017-01-01,9717.349848780737,368.4,10085.749848780737
2017-02-01,9788.308598343432,369.8,10158.108598343431
2017-03-01,9890.706514055162,372.1,10262.806514055163
2017-04-01,9940.540350222978,373.9,10314.440350222978
2017-05-01,9785.677636544644,377.7,10163.377636544645
2017-06-01,9858.32968856484,382.7,10241.02968856484
2017-07-01,9839.929502902878,390.0,10229.929502902878
2017-08-01,9913.293072893814,399.2,10312.493072893814
2017-09-01,9982.017986966972,409.9,10391.917986966972
2017-10-01,9934.975066250281,419.2,10354.175066250282
2017-11-01,10041.724824434223,426.8,10468.524824434222
2017-12-01,10099.004778900493,434.0,10533.004778900493
2018-01-01,9984.571729761183,440.1,10424.671729761183
2018-02-01,10037.836295989471,446.0,10483.836295989471
2018-03-01,10110.256690995939,456.8,10567.056690995938
2018-04-01,10100.66498749889,464.3,10564.96498749889
2018-05-01,10076.390641845923,474.3,10550.690641845922
2018-06-01,10142.826563997703,484.6,10627.426563997704
2018-07-01,10107.10725873785,495.6,10602.70725873785
2018-08-01,10187.42053914068,507.7,10695.12053914068
2018-09-01,10190.3162518123,519.4,10709.7162518123
2018-10-01,10118.712171997073,528.3,10647.012171997072
2018-11-01,10211.772103798221,542.3,10754.07210379822
2018-12-01,10219.207190810312,555.3,10774.507190810311
2019-01-01,10235.544525921441,575.4,10810.94452592144
2019-02-01,10179.119496148696,598.6,10777.719496148697
2019-03-01,10303.938501403556,620.6,10924.538501403556
2019-04-01,10242.858268783482,625.5,10868.358268783482
2019-05-01,10259.785777715304,623.6,10883.385777715304
2019-06-01,10344.809417397306,627.6,10972.409417397306
2019-07-01,10361.907911267836,627.0,10988.907911267836
2019-08-01,10487.6921540799,628.9,11116.592154079899
2019-09-01,10495.187913167014,623.7,11118.887913167015
2019-10-01,10624.866200067016,617.8,11242.666200067015
2019-11-01,10742.763073125905,612.5,11355.263073125905
2019-12-01,10773.926457115738,604.9,11378.826457115738
2020-01-01,10890.637466890057,586.3,11476.937466890056
2020-02-01,10889.61707290101,555.8,11445.41707290101
2020-03-01,11212.111214228737,524.3,11736.411214228736
2020-04-01,11754.773284533849,498.8,12253.573284533848
2020-05-01,12323.7,476.9,12800.6
2020-06-01,12500.6,444.2,12944.800000000001
2020-07-01,12636.4,411.2,13047.6
2020-08-01,12710.6,378.1,13088.7
2020-09-01,12804.3,347.8,13152.099999999999
2020-10-01,12968.9,314.4,13283.3
2020-11-01,12875.1,278.3,13153.4
2020-12-01,12521.2,251.0,12772.2
2021-01-01,12681.4,232.2,12913.6
2021-02-01,12733.1,213.0,12946.1
2021-03-01,12820.8,195.4,13016.199999999999
2021-04-01,13091.1,178.8,13269.9
2021-05-01,13172.5,165.5,13338.0
2021-06-01,12976.5,155.7,13132.2
2021-07-01,12984.8,145.9,13130.699999999999
2021-08-01,13119.0,133.4,13252.4
2021-09-01,13245.9,121.5,13367.4
2021-10-01,13337.3,111.7,13449.0
2021-11-01,13444.6,101.3,13545.9
2021-12-01,13555.3,90.6,13645.9
2022-01-01,13581.4,79.6,13661.0
2022-02-01,13679.9,61.6,13741.5
2022-03-01,13687.7,48.6,13736.300000000001
2022-04-01,13652.3,38.5,13690.8
2022-05-01,13516.9,38.2,13555.1
2022-06-01,13418.1,49.4,13467.5
2022-07-01,13347.0,76.2,13423.2
2022-08-01,13033.5,123.6,13157.1
2022-09-01,12915.9,165.9,13081.8
2022-10-01,12777.7,226.7,13004.400000000001
2022-11-01,12604.1,298.4,12902.5
2022-12-01,12426.8,381.7,12808.5
2023-01-01,12263.3,457.4,12720.699999999999
2023-02-01,12049.0,537.3,12586.3
2023-03-01,11649.5,627.5,12277.0
2023-04-01,11417.8,729.7,12147.5
2023-05-01,11337.3,804.9,12142.199999999999
2023-06-01,11237.7,862.5,12100.2
2023-07-01,11139.9,910.1,12050.0
2023-08-01,11072.5,958.9,12031.4
2023-09-01,10961.3,999.4,11960.699999999999
2023-10-01,10845.9,1038.6,11884.5
2023-11-01,10779.6,1080.2,11859.800000000001
2023-12-01,10731.5,1112.5,11844.0
2024-01-01,10726.8,1137.6,11864.4
2024-02-01,10728.0,1158.1,11886.1
2024-03-01,10705.0,1167.2,11872.2
2024-04-01,10543.1,1168.1,11711.2
2024-05-01,10586.9,1167.8,11754.699999999999
2024-06-01,10584.4,1176.1,11760.5
2024-07-01,10544.3,1183.2,11727.5
2024-08-01,10560.9,1188.3,11749.199999999999
2024-09-01,10575.4,1181.7,11757.1
2024-10-01,10603.7,1155.6,11759.300000000001
2024-11-01,10662.6,1122.1,11784.7
2024-12-01,10677.3,1098.0,11775.3
2025-01-01,10681.0,1087.6,11768.6
2025-02-01,10705.8,1079.5,11785.3
2025-03-01,10728.8,1074.9,11803.699999999999
2025-04-01,10787.9,1071.1,11859.0
2025-05-01,10809.9,1066.3,11876.199999999999
2025-06-01,10825.7,1061.8,11887.5
2025-07-01,10878.9,1062.3,11941.199999999999
2025-08-01,10874.1,1066.4,11940.5
2025-09-01,10883.1,1067.0,11950.1
2025-10-01,10945.3,1053.0,11998.3
2025-11-01,10441.6,1037.8,11479.4
2025-12-01,10122.8,1023.6,11146.4
2026-01-01,10163.8,1017.0,11180.8
2026-02-01,10232.2,1016.3,11248.5
2026-03-01,10258.2,1014.3,11272.5
2026-04-01,10311.0,1021.3,11332.3
2026-05-01,10406.8,1026.1,11432.9
